emmi_cd,active,emmi_nm,emmi_nm_mxd,emmi_flnm,overlay_flnm,emmi_brnd_cd,last_trckd_sctn,shell,available,tpc_id,emmi_tp_cd,emmi_src_cd,last_chng_dt,create_dt
12550,true,"URINARY INCONTINENCE - AFTERCARE INSTRUCTIONS","Urinary Incontinence - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12551,true,"ATRIAL SEPTAL DEFECT SURGICAL REPAIR - DISCHARGE CARE","Atrial Septal Defect Surgical Repair - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12552,true,"URINARY INCONTINENCE - DISCHARGE CARE","Urinary Incontinence - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12553,true,"URINARY INCONTINENCE - INPATIENT","Urinary Incontinence - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12554,true,"ENDOSCOPIC CARPAL TUNNEL DECOMPRESSION - PRECARE","Endoscopic Carpal Tunnel Decompression - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12555,true,"ATRIAL SEPTAL DEFECT SURGICAL REPAIR - INPATIENT","Atrial Septal Defect Surgical Repair - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12556,true,"URINARY INCONTINENCE - GENERAL INFORMATION","Urinary Incontinence - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12557,true,"PERINEAL PROSTATECTOMY - PRECARE","Perineal Prostatectomy - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12558,true,"ATRIAL SEPTAL DEFECT SURGICAL REPAIR IN CHILDREN - PRECARE","Atrial Septal Defect Surgical Repair in Children - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12559,true,"PERINEAL PROSTATECTOMY - INPATIENT","Perineal Prostatectomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12560,true,"TONSILLECTOMY IN CHILDREN - PRECARE","Tonsillectomy in Children - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12561,true,"HOW TO GET A PERSON OUT OF BED - GENERAL INFORMATION","How to Get a Person out of Bed - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12562,true,"HOW TO GET A PERSON OUT OF BED - DISCHARGE CARE","How to Get a Person out of Bed - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.240"
12563,true,"APNEA OF PREMATURITY - DISCHARGE CARE","Apnea of Prematurity - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12564,true,"TALAR FRACTURE IN ADULTS - AFTERCARE INSTRUCTIONS","Talar Fracture in Adults - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12565,true,"TALAR FRACTURE IN ADULTS - DISCHARGE CARE","Talar Fracture in Adults - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12566,true,"HOW TO COUNT RESPIRATIONS - GENERAL INFORMATION","How to Count Respirations - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12567,true,"TONSILLECTOMY IN CHILDREN - INPATIENT","Tonsillectomy in Children - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12568,true,"APNEA OF PREMATURITY - INPATIENT","Apnea of Prematurity - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12569,true,"APNEA OF PREMATURITY - GENERAL INFORMATION","Apnea of Prematurity - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12570,true,"ATRIAL SEPTAL DEFECT SURGICAL REPAIR IN CHILDREN - INPATIENT","Atrial Septal Defect Surgical Repair in Children - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12571,true,"SUPRAPUBIC PROSTATECTOMY - INPATIENT","Suprapubic Prostatectomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12572,true,"TONSILLECTOMY IN CHILDREN - DISCHARGE CARE","Tonsillectomy in Children - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12573,true,"TALAR FRACTURE IN ADULTS - GENERAL INFORMATION","Talar Fracture in Adults - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12574,true,"SUPRAPUBIC PROSTATECTOMY - AFTERCARE INSTRUCTIONS","Suprapubic Prostatectomy - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12575,true,"SUPRAPUBIC PROSTATECTOMY - DISCHARGE CARE","Suprapubic Prostatectomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12576,true,"TALAR FRACTURE IN ADULTS - INPATIENT","Talar Fracture in Adults - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.243"
12577,true,"ATRIAL SEPTAL DEFECT SURGICAL REPAIR IN CHILDREN - DISCHARGE CARE","Atrial Septal Defect Surgical Repair in Children - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12578,true,"HYDROCELE - INPATIENT","Hydrocele - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12579,true,"ROTATOR CUFF TEAR REPAIR - PRECARE","Rotator Cuff Tear Repair - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12580,true,"ASPIRATION PNEUMONIA - INPATIENT","Aspiration Pneumonia - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12581,true,"RIB FRACTURE IN CHILDREN  - DISCHARGE CARE","Rib Fracture in Children  - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12582,true,"RIB FRACTURE IN CHILDREN  - AFTERCARE INSTRUCTIONS","Rib Fracture in Children  - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12583,true,"ASPIRATION PNEUMONIA - GENERAL INFORMATION","Aspiration Pneumonia - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12584,true,"TONSILLECTOMY - PRECARE","Tonsillectomy - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12585,true,"HOW TO COUNT RESPIRATIONS - DISCHARGE CARE","How to Count Respirations - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12586,true,"ASPIRATION PNEUMONIA - DISCHARGE CARE","Aspiration Pneumonia - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12587,true,"RIB FRACTURE IN CHILDREN  - GENERAL INFORMATION","Rib Fracture in Children  - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12588,true,"HOW TO COUNT RESPIRATIONS - AFTERCARE INSTRUCTIONS","How to Count Respirations - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.247"
12589,true,"RIB FRACTURE IN CHILDREN  - INPATIENT","Rib Fracture in Children  - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12590,true,"SPONGE BATHING YOUR BABY - AFTERCARE INSTRUCTIONS","Sponge Bathing Your Baby - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12591,true,"SPONGE BATHING YOUR BABY - DISCHARGE CARE","Sponge Bathing Your Baby - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12592,true,"HOW TO TAKE A SHOWER - GENERAL INFORMATION","How to Take a Shower - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12593,true,"TONSILLECTOMY - INPATIENT","Tonsillectomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12594,true,"ROTATOR CUFF TEAR REPAIR - DISCHARGE CARE","Rotator Cuff Tear Repair - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12595,true,"SPONGE BATHING YOUR BABY - GENERAL INFORMATION","Sponge Bathing Your Baby - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12596,true,"PERINEAL PROSTATECTOMY - AFTERCARE INSTRUCTIONS","Perineal Prostatectomy - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12597,true,"PERINEAL PROSTATECTOMY - DISCHARGE CARE","Perineal Prostatectomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12598,true,"TONSILLECTOMY - DISCHARGE CARE","Tonsillectomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12599,true,"ROTATOR CUFF TEAR REPAIR - INPATIENT","Rotator Cuff Tear Repair - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12600,true,"HYDROCELE - AFTERCARE INSTRUCTIONS","Hydrocele - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12601,true,"ANTIBIOTIC MEDICATION ALLERGY - AFTERCARE INSTRUCTIONS","Antibiotic Medication Allergy - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12602,true,"PULMONARY CONTUSION - INPATIENT","Pulmonary Contusion - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12603,true,"MECHANICAL INDUCTION OF LABOR - DISCHARGE CARE","Mechanical Induction of Labor - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12604,true,"HYDROCELE - GENERAL INFORMATION","Hydrocele - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12605,true,"PULMONARY CONTUSION - GENERAL INFORMATION","Pulmonary Contusion - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12606,true,"HYDROCELE - DISCHARGE CARE","Hydrocele - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.250"
12607,true,"PUBERTY IN BOYS - GENERAL INFORMATION","Puberty in Boys - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.253"
12608,true,"ANTIBIOTIC MEDICATION ALLERGY - INPATIENT","Antibiotic Medication Allergy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.253"
12609,true,"ANTIBIOTIC MEDICATION ALLERGY - GENERAL INFORMATION","Antibiotic Medication Allergy - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.253"
12610,true,"ANTIBIOTIC MEDICATION ALLERGY - DISCHARGE CARE","Antibiotic Medication Allergy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.253"
12611,true,"MECHANICAL INDUCTION OF LABOR - INPATIENT","Mechanical Induction of Labor - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.253"
12612,true,"EMPHYSEMA - DISCHARGE CARE","Emphysema - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12613,true,"RETROPUBIC PROSTATECTOMY - PRECARE","Retropubic Prostatectomy - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12614,true,"EMPHYSEMA - AFTERCARE INSTRUCTIONS","Emphysema - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12615,true,"EMPHYSEMA - INPATIENT","Emphysema - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12616,true,"EMPHYSEMA - GENERAL INFORMATION","Emphysema - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12617,true,"RETROPUBIC PROSTATECTOMY - INPATIENT","Retropubic Prostatectomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12618,true,"OSTEOSARCOMA - AFTERCARE INSTRUCTIONS","Osteosarcoma - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12619,true,"OSTEOSARCOMA - DISCHARGE CARE","Osteosarcoma - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12620,true,"MYOMECTOMY  - DISCHARGE CARE","Myomectomy  - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12621,true,"THYROID NODULES - INPATIENT","Thyroid Nodules - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12622,true,"MYOMECTOMY  - AFTERCARE INSTRUCTIONS","Myomectomy  - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.270"
12623,true,"THYROID NODULES - GENERAL INFORMATION","Thyroid Nodules - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12624,true,"RETROPUBIC PROSTATECTOMY - DISCHARGE CARE","Retropubic Prostatectomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12625,true,"THYROID NODULES - DISCHARGE CARE","Thyroid Nodules - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12626,true,"PRESSURE ULCER CARE - GENERAL INFORMATION","Pressure Ulcer Care - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12627,true,"TRACHEOSTOMY CARE FOR CHILDREN - DISCHARGE CARE","Tracheostomy Care for Children - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12628,true,"TRACHEOSTOMY CARE FOR CHILDREN - AFTERCARE INSTRUCTIONS","Tracheostomy Care for Children - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12629,true,"NON-DIABETIC HYPOGLYCEMIA IN CHILDHOOD - GENERAL INFORMATION","Non-Diabetic Hypoglycemia in Childhood - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12630,true,"PRESSURE ULCER CARE - AFTERCARE INSTRUCTIONS","Pressure Ulcer Care - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12631,true,"PRESSURE ULCER CARE - DISCHARGE CARE","Pressure Ulcer Care - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12632,true,"MYOMECTOMY  - INPATIENT","Myomectomy  - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12633,true,"TRACHEOSTOMY CARE FOR CHILDREN - GENERAL INFORMATION","Tracheostomy Care for Children - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12634,true,"NON-DIABETIC HYPOGLYCEMIA IN CHILDHOOD - DISCHARGE CARE","Non-Diabetic Hypoglycemia in Childhood - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12635,true,"NON-DIABETIC HYPOGLYCEMIA IN CHILDHOOD - AFTERCARE INSTRUCTIONS","Non-Diabetic Hypoglycemia in Childhood - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.273"
12636,true,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE - AFTERCARE INSTRUCTIONS","Chronic Obstructive Pulmonary Disease - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12637,true,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE - DISCHARGE CARE","Chronic Obstructive Pulmonary Disease - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12638,true,"TRANSURETHRAL PROSTATECTOMY - PRECARE","Transurethral Prostatectomy - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12639,true,"NON-DIABETIC HYPOGLYCEMIA IN CHILDHOOD - INPATIENT","Non-Diabetic Hypoglycemia in Childhood - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12640,true,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE - GENERAL INFORMATION","Chronic Obstructive Pulmonary Disease - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12641,true,"CHRONIC OBSTRUCTIVE PULMONARY DISEASE - INPATIENT","Chronic Obstructive Pulmonary Disease - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12642,true,"MYOMECTOMY  - PRECARE","Myomectomy  - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12643,true,"PULMONARY CONTUSION - AFTERCARE INSTRUCTIONS","Pulmonary Contusion - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12644,true,"PULMONARY CONTUSION - DISCHARGE CARE","Pulmonary Contusion - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12645,true,"TRANSURETHRAL PROSTATECTOMY - INPATIENT","Transurethral Prostatectomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12646,true,"TRANSURETHRAL PROSTATECTOMY - DISCHARGE CARE","Transurethral Prostatectomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12647,true,"PLEURODESIS  - INPATIENT","Pleurodesis  - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12648,true,"PLEURODESIS  - PRECARE","Pleurodesis  - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12649,true,"PYLOROMYOTOMY - INPATIENT","Pyloromyotomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.277"
12650,true,"CHRONIC BRONCHITIS - AFTERCARE INSTRUCTIONS","Chronic Bronchitis - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12651,true,"EPISIOTOMY - DISCHARGE CARE","Episiotomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12652,true,"EPISIOTOMY - GENERAL INFORMATION","Episiotomy - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12653,true,"EPISIOTOMY - INPATIENT","Episiotomy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12654,true,"PYLOROMYOTOMY - DISCHARGE CARE","Pyloromyotomy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12655,true,"CHRONIC BRONCHITIS - INPATIENT","Chronic Bronchitis - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12656,true,"CHRONIC BRONCHITIS - GENERAL INFORMATION","Chronic Bronchitis - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12657,true,"CHRONIC BRONCHITIS - DISCHARGE CARE","Chronic Bronchitis - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12658,true,"OSTEOSARCOMA - INPATIENT","Osteosarcoma - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12659,true,"OSTEOSARCOMA - GENERAL INFORMATION","Osteosarcoma - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12660,true,"THROMBOLYSIS  - DISCHARGE CARE","Thrombolysis  - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12661,true,"THROMBOLYSIS  - AFTERCARE INSTRUCTIONS","Thrombolysis  - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12662,true,"MYASTHENIC CRISIS - INPATIENT","Myasthenic Crisis - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12663,true,"ANTIRETROVIRAL MEDICATION ALLERGY - AFTERCARE INSTRUCTIONS","Antiretroviral Medication Allergy - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12664,true,"ANTIRETROVIRAL MEDICATION ALLERGY - DISCHARGE CARE","Antiretroviral Medication Allergy - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12665,true,"ANTIRETROVIRAL MEDICATION ALLERGY - GENERAL INFORMATION","Antiretroviral Medication Allergy - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12666,true,"PLEURAL EFFUSION - DISCHARGE CARE","Pleural Effusion - Discharge care",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.280"
12667,true,"PLEURAL EFFUSION - AFTERCARE INSTRUCTIONS","Pleural Effusion - Aftercare Instructions",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12668,true,"ANTIRETROVIRAL MEDICATION ALLERGY - INPATIENT","Antiretroviral Medication Allergy - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12669,true,"THROMBOLYSIS  - INPATIENT","Thrombolysis  - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12670,true,"PLEURAL EFFUSION - INPATIENT","Pleural Effusion - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12671,true,"THROMBOLYSIS  - PRECARE","Thrombolysis  - Precare",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12672,true,"PLEURAL EFFUSION - GENERAL INFORMATION","Pleural Effusion - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12673,true,"ARTERIOVENOUS MALFORMATION - GENERAL INFORMATION","Arteriovenous Malformation - General Information",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
12674,true,"ARTERIOVENOUS MALFORMATION - INPATIENT","Arteriovenous Malformation - Inpatient",NULL,NULL,1,NULL,false,true,NULL,4,8,"2014-04-19 15:54:14.370","2014-02-11 10:23:29.283"
